Unnamed: 0,id,type,links,attributes,relationships,avg_rating_per_country
0,18532,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/18532'},"{'default_sort': 1.2710259698084911, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-18532', 'percent_complete': 0.9545454545454546, 'star_rating': 4.5, 'title': 'G2 helps market and customer validity', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': ""G2 has helped our customers publicly validate us to prospects and has helped us build pipeline and be considered for opportunities where we likely would not have been found otherwise. Also it has aided as a great validation point for customers in meetings and demo's as to our market profile and position.  It has helped us need less reference calls and enabled our customers to have a more open and valid place to voice their opinion on us.""}, 'hate': {'text': 'What do you dislike about the product?', 'value': 'Not a lot to dislike.  Be great as G2 becomes more recognised by a wider audience and gives the Gartners a run for their money. '}}, 'secondary_answers': {'ease_of_doing_business_with': {'text': 'Has the product been a good partner in doing business?', 'value': 7.0}}, 'verified_current_user': False, 'is_business_partner': False, 'review_source': 'Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.', 'votes_up': 1, 'votes_down': 0, 'votes_total': 1, 'user_id': '6118c789-70c2-4b0d-87b4-e147de083f6f', 'user_name': 'Ian Moyse ☑', 'user_image_url': 'https://media-exp1.licdn.com/dms/image/C4D03AQEB0w20dINt2w/profile-displayphoto-shrink_100_100/0/1618741141941?e=1643241600&v=beta&t=6LP_rZ1XaX0sMx35XSsF8SNY7sLIdrjeApwCtuePXNA', 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2013-12-06T08:51:22.236-06:00', 'updated_at': '2013-12-06T08:51:22.236-06:00', 'moderated_at': None, 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'unanswered', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/18532/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/18532/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/18532/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/18532/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/18532/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/18532/answers'}}}",4.654761904761905
23,280373,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/280373'},"{'default_sort': 3.5196016231225373, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-280373', 'percent_complete': 0.9523809523809523, 'star_rating': 4.5, 'title': 'Useful, relevant, validated user reviews', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': ""The reviews, especially the fact they include 'what do you dislike' as well as 'what do you like'.  It gives a much more rounded picture.  The grids are useful, so too the ability to run grids based on user segment.  I also like the side-by-side comparisons.""}, 'hate': {'text': 'What do you dislike about the product?', 'value': 'I like the category grids but there are some where I question the validity of certain vendors to appear in them.  I have some questions around the market presence algorithm but can understand why it needs to remain secret.  Finally, I think some of the reports - especially around usability and ease of set-up - currently mitigate against larger vendors with more sophisticated solutions; these feel a little unfair.'}, 'recommendations': {'text': 'Recommendations to others considering the product:', 'value': 'It has more reviews, more useful reviews and more credibility than other sites.'}, 'benefits': {'text': 'What problems is the product solving and how is that benefiting you?', 'value': 'Competitive intelligence.  G2 Crowd can help us win business.'}}, 'secondary_answers': {'meets_requirements': {'text': 'Meets Requirements', 'value': 6.0}, 'ease_of_use': {'text': 'Ease of Use', 'value': 6.0}, 'quality_of_support': {'text': 'Quality of Support', 'value': 7.0}}, 'verified_current_user': True, 'is_business_partner': True, 'review_source': 'G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.', 'votes_up': 0, 'votes_down': 0, 'votes_total': 0, 'user_id': '82707693-32ac-4ed7-ab02-4e56a7a245e7', 'user_name': 'Graham Russell', 'user_image_url': 'https://media-exp1.licdn.com/dms/image/C4E03AQEg1VfQiXHOwQ/profile-displayphoto-shrink_100_100/0/1523489800459?e=1655337600&v=beta&t=PtuoL9N81QxDvxFzhvSog5NgQC1p9A6HgEcV2Rgp7Gk', 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2017-04-28T08:08:09.784-05:00', 'updated_at': '2017-04-28T08:08:09.829-05:00', 'moderated_at': '2017-05-01T09:07:02.564-05:00', 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'unanswered', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/280373/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/280373/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/280373/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/280373/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/280373/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/280373/answers'}}}",4.654761904761905
32,300948,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/300948'},"{'default_sort': 3.492289578537243, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-300948', 'percent_complete': 0.9047619047619048, 'star_rating': 4.5, 'title': 'G2Crowd leads the pack of review sites', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': 'G2Crowd has invested heavily in advertising their brand versus the other review sites.  As a result they have a much bigger quantity of reviews.  So it has traction now and people trust it to create a shortlist and to determine what others think.'}, 'hate': {'text': 'What do you dislike about the product?', 'value': ""G2Crowd rank not given enough prominence. Don't like paid for reviews (think this should be charity donation only) as encourages people to make up reviews.  I think there should be some way of seeing the balance of reviews from particular companies (at the moment you could have 100 reviews from a single customer which could skew review count).""}, 'recommendations': {'text': 'Recommendations to others considering the product:', 'value': 'Check out the other review sites, find out whether the reviews and sufficient quality and quantity.  I suspect you will find that G2Crowd wins hands down.'}, 'benefits': {'text': 'What problems is the product solving and how is that benefiting you?', 'value': 'The companies that buy our product want a way of finding competitors to solve a specific problem. They want independent reviews and they want sufficient quantities of them to be able to judge effectively (i.e. be able to weed out the overly negative and the overly enthusiastic).  As a vendor of a great product then having the ability for prospects to find us in the first place and then to see what others think rather than being influenced by whichever vendor has the biggest marketing budget is important.'}}, 'secondary_answers': {'meets_requirements': {'text': 'Meets Requirements', 'value': 6.0}, 'ease_of_use': {'text': 'Ease of Use', 'value': 5.0}, 'quality_of_support': {'text': 'Quality of Support', 'value': 7.0}}, 'verified_current_user': False, 'is_business_partner': True, 'review_source': 'G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.', 'votes_up': 0, 'votes_down': 0, 'votes_total': 0, 'user_id': 'c849e2cf-e8f4-4d51-996f-159b77ad7c65', 'user_name': 'Mark Robinson', 'user_image_url': 'https://media-exp1.licdn.com/dms/image/C4E03AQHqmwhv-pqrxA/profile-displayphoto-shrink_100_100/0/1526824333450?e=1649289600&v=beta&t=BqdGfsHUK2CRVu8I4yLROCBcG-kHPaB52MLRZTS2KV4', 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2017-05-31T10:14:26.359-05:00', 'updated_at': '2017-05-31T10:14:26.395-05:00', 'moderated_at': '2017-06-02T08:35:58.585-05:00', 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'unanswered', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/300948/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/300948/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/300948/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/300948/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/300948/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/300948/answers'}}}",4.654761904761905
33,300976,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/300976'},"{'default_sort': 3.4923485386041087, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-300976', 'percent_complete': 1.0, 'star_rating': 4.5, 'title': 'Best Tech Review Site on the Internet', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': ""G2 Crowd provides a very impartial and fully verified technology software review forum. The technology sections are well defined and nicely summarized.  Overall, it's very professional and you can actually count on the review provided since they can't be manipulated by the vendors.   Really like the way that we can embed the review widgets on our own website with links to our optimized landing page.  The environment provides a great user experience for visitors to our website and illustrates how open we are to input from our customers. The style of review presentation is also very easy for visitors to consume. It's similar to consumer based review sites, but with much higher data quality.  We count on the fact that prospects reading our reviews can trust the customer input.""}, 'hate': {'text': 'What do you dislike about the product?', 'value': 'Difficult to say what I dislike, but if I had to choose I would say that sometimes the technology categories are too general. This can result sometimes in very different, non-competitive products in the same category.  This makes products hard to compare at times.'}, 'recommendations': {'text': 'Recommendations to others considering the product:', 'value': 'Great way of providing prospects with excellent reviews of your products to speed the purchase decision process.'}, 'benefits': {'text': 'What problems is the product solving and how is that benefiting you?', 'value': 'Vendor provided case studies are great, but we wanted reviews and comments that were impartial to assist with speeding the sales decision making process for prospects.  Our sales team often share our G2 Crowd page to demonstrate how open and proud we are of our software and service. '}}, 'secondary_answers': {'meets_requirements': {'text': 'Meets Requirements', 'value': 6.0}, 'ease_of_use': {'text': 'Ease of Use', 'value': 6.0}, 'quality_of_support': {'text': 'Quality of Support', 'value': 7.0}}, 'verified_current_user': False, 'is_business_partner': True, 'review_source': 'Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.', 'votes_up': 0, 'votes_down': 0, 'votes_total': 0, 'user_id': '62120d76-e70f-4f4b-8c48-5fd668570730', 'user_name': 'Steve Tongish', 'user_image_url': 'https://media.licdn.com/dms/image/C5603AQGM-FB6O-yupA/profile-displayphoto-shrink_100_100/0?e=1536796800&v=beta&t=CDdEkceUeTylCnu4qEuZcJ85ntX4nMFSeB_L42VrDzA', 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2017-05-31T11:06:07.076-05:00', 'updated_at': '2017-05-31T11:06:07.113-05:00', 'moderated_at': '2017-06-02T08:59:08.404-05:00', 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'unanswered', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/300976/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/300976/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/300976/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/300976/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/300976/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/300976/answers'}}}",4.654761904761905
105,563097,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/563097'},"{'default_sort': 3.588303174527122, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-563097', 'percent_complete': 0.9148936170212766, 'star_rating': 5.0, 'title': 'Excellent!', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': 'The reporting and support. They can improve the effectiveness of each campaign and allow you to tailor your review requests to different client segments.'}, 'hate': {'text': 'What do you dislike about the product?', 'value': 'Sometimes it can take a few days for Advocately to capture a review that has been made on Capterra or Xero.'}, 'benefits': {'text': 'What problems is the product solving and how is that benefiting you?', 'value': 'I used to perform similar review campaigns manually, this has allowed me to automate the process and save hours each week.'}}, 'secondary_answers': {'meets_requirements': {'text': 'Meets Requirements', 'value': 7.0}, 'ease_of_use': {'text': 'Ease of Use', 'value': 7.0}, 'quality_of_support': {'text': 'Quality of Support', 'value': 7.0}, 'ease_of_setup': {'text': 'Ease of Setup', 'value': 7.0}, 'ease_of_admin': {'text': 'Ease of Admin', 'value': 7.0}, 'ease_of_doing_business_with': {'text': 'Has the product been a good partner in doing business?', 'value': 7.0}}, 'verified_current_user': False, 'is_business_partner': True, 'review_source': 'Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.', 'votes_up': 0, 'votes_down': 0, 'votes_total': 0, 'user_id': '14adad23-c810-4ac2-960d-6062dba2cfc9', 'user_name': 'Doug Stratton', 'user_image_url': None, 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2018-01-15T06:41:11.504-06:00', 'updated_at': '2018-01-15T06:41:11.566-06:00', 'moderated_at': '2018-01-15T12:03:17.583-06:00', 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'unanswered', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/563097/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/563097/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/563097/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/563097/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/563097/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/563097/answers'}}}",4.654761904761905
258,2788151,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/2788151'},"{'default_sort': 4.494968411397907, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-2788151', 'percent_complete': 0.26582278481012656, 'star_rating': 5.0, 'title': 'Essential review platform with insightful onboarding team', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': 'Overall great service, responsive and helpful team'}, 'hate': {'text': 'What do you dislike about the product?', 'value': 'Pricey for small businesses but the value is evident'}, 'benefits': {'text': 'What problems is the product solving and how is that benefiting you?', 'value': 'G2 has been an important platform for us to increase our Enterprise Market presence '}}, 'secondary_answers': {'meets_requirements': {'text': 'Meets Requirements', 'value': 7.0}, 'ease_of_use': {'text': 'Ease of Use', 'value': 7.0}, 'quality_of_support': {'text': 'Quality of Support', 'value': 7.0}, 'ease_of_setup': {'text': 'Ease of Setup', 'value': 7.0}, 'ease_of_admin': {'text': 'Ease of Admin', 'value': 7.0}, 'ease_of_doing_business_with': {'text': 'Has the product been a good partner in doing business?', 'value': 7.0}}, 'verified_current_user': True, 'is_business_partner': True, 'review_source': 'Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.', 'votes_up': 0, 'votes_down': 0, 'votes_total': 0, 'user_id': '2e1112ba-1e62-484c-8c30-d82f0b6eaae4', 'user_name': 'Dawud Allinson', 'user_image_url': 'https://images.g2crowd.com/uploads/avatar/image/146381/thumb_square_20e4d00be499ffe666896266b71fd73f.jpeg', 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2019-07-18T04:44:42.161-05:00', 'updated_at': '2019-07-18T04:44:42.175-05:00', 'moderated_at': '2019-07-18T13:37:32.263-05:00', 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'accepted', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/2788151/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/2788151/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/2788151/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/2788151/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/2788151/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/2788151/answers'}}}",4.654761904761905
261,2879335,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/2879335'},"{'default_sort': 4.7903371276161275, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-2879335', 'percent_complete': 1.0, 'star_rating': 3.0, 'title': '\ufeffUsando G2crowd por 1 ano agora', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': '\ufeff- Dados de intenção do comprador Pedi ao nosso CSM Kylie para nos ajudar a encontrar algumas informações que estávamos procurando e ela foi além para obter isso para nós Nosso especialista em integração e gerente de contas estão sempre prontos para responder e responder a todas as nossas perguntas. Disposto a fazer algum trabalho de perna para nós sempre que necessário eu faço um monte de perguntas e tendem a ser um pouco de uma roda estridente'}, 'hate': {'text': 'What do you dislike about the product?', 'value': '\ufeffNada da minha experiência Às vezes, o algoritmo priorizará revisões que não são recentes nem mais úteis, porque são verificadas ou demoradas, mas não levam em consideração o contexto O processo de empurrar as contas do G2Crowd para uma campanha de publicidade automatizada via social e canais programáticos são feitos com arquivos CSV, mas é solucionável usando Zapier Como alguém sendo incorporado, pode haver mais clareza com os preços e o que você ganha com esse preço'}, 'recommendations': {'text': 'Recommendations to others considering the product:', 'value': '\ufeffSe você estiver segmentando contas corporativas com vários escritórios, as atualizações de sinal do comprador informarão a cidade específica em que o escritório está localizado para concentrar seu alcance. Não sei o que mais está disponível no mercado, mas obtive muito sucesso. Se você estiver segmentando contas empresariais com vários escritórios, as atualizações de sinal do comprador informarão a cidade específica em que o escritório está localizado para concentrar seu alcance. Ao contrário de outros sites baseados em avaliações, você pode fazer o perfil que possui, além de algumas áreas de marcação em branco, mas, felizmente, você não precisa entrar em contato com o gerente da conta toda vez que quiser alterar alguma coisa.'}, 'benefits': {'text': 'What problems is the product solving and how is that benefiting you?', 'value': '\ufeffEstamos sempre procurando maneiras de gerar leads novos e qualificados, e a G2 Crowd começou a cumprir essa promessa. De uma posição de marketing do cliente, estou procurando aumentar nossa reputação on-line positiva. Os dias de e-mails frios estão diminuindo. Estão sempre procurando maneiras de gerar leads novos e qualificados, e a G2 Crowd começou a cumprir essa promessa'}}, 'secondary_answers': {'meets_requirements': {'text': 'Meets Requirements', 'value': 5.0}, 'ease_of_use': {'text': 'Ease of Use', 'value': 6.0}, 'quality_of_support': {'text': 'Quality of Support', 'value': 7.0}}, 'verified_current_user': False, 'is_business_partner': False, 'review_source': 'Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.', 'votes_up': 0, 'votes_down': 0, 'votes_total': 0, 'user_id': 'e77e5300-bad8-4f4a-9379-c297166da336', 'user_name': 'Isaac Arias', 'user_image_url': None, 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2019-07-30T14:19:33.904-05:00', 'updated_at': '2019-07-30T14:19:33.993-05:00', 'moderated_at': '2019-07-30T17:31:27.865-05:00', 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'accepted', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/2879335/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/2879335/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/2879335/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/2879335/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/2879335/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/2879335/answers'}}}",4.654761904761905
287,3269303,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/3269303'},"{'default_sort': 4.541513632875571, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-3269303', 'percent_complete': 0.8205128205128205, 'star_rating': 5.0, 'title': 'Very helpful onboarding and account management team', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': 'There are so many different ways to make the most of the platform . Our onboarding team provided very clear guidance and instructions for setting up all the necessary functionality.'}, 'hate': {'text': 'What do you dislike about the product?', 'value': 'There is a lot to learn for people who are new to the platform!'}, 'benefits': {'text': 'What problems is the product solving and how is that benefiting you?', 'value': 'Visibility and brand recognition. '}}, 'secondary_answers': {'meets_requirements': {'text': 'Meets Requirements', 'value': 7.0}, 'ease_of_use': {'text': 'Ease of Use', 'value': 6.0}, 'quality_of_support': {'text': 'Quality of Support', 'value': 7.0}, 'ease_of_setup': {'text': 'Ease of Setup', 'value': 6.0}, 'ease_of_admin': {'text': 'Ease of Admin', 'value': 6.0}, 'ease_of_doing_business_with': {'text': 'Has the product been a good partner in doing business?', 'value': 7.0}}, 'verified_current_user': False, 'is_business_partner': True, 'review_source': 'Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.', 'votes_up': 0, 'votes_down': 0, 'votes_total': 0, 'user_id': '1a10ea4d-5ab9-4aaf-80c5-6e45d272045b', 'user_name': 'Sarah Harnett', 'user_image_url': None, 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2019-09-24T02:23:14.952-05:00', 'updated_at': '2019-09-24T02:23:14.996-05:00', 'moderated_at': '2019-09-25T12:26:29.783-05:00', 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'accepted', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/3269303/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/3269303/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/3269303/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/3269303/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/3269303/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/3269303/answers'}}}",4.654761904761905
288,3291426,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/3291426'},"{'default_sort': 4.844984329285034, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-3291426', 'percent_complete': 0.65, 'star_rating': 4.5, 'title': 'Great platform to leverage customer feedback', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': ""I really have enjoyed working with the team at G2. They make the onboarding process very easy, provide a lot of useful information and are there when you need help. The G2 platform is very easy-to-use and it's a great way to leverage valuable customer feedback. \r\n\r\nWe aim to look at Buyer Intent within the foreseeable future as we see this as being a great way to provide out outbound sales teams with warmer prospects to contact. ""}, 'hate': {'text': 'What do you dislike about the product?', 'value': ""I can't see any negatives so far so we are looking forward to using the G2 platform more in the future. ""}, 'benefits': {'text': 'What problems is the product solving and how is that benefiting you?', 'value': 'We are using the platform to improve our brand awareness and we then aim to use this more for lead generation. I did a thorough review of comparable platforms and G2 Crowd is definitely the best one on the market. '}}, 'secondary_answers': {'meets_requirements': {'text': 'Meets Requirements', 'value': 7.0}, 'ease_of_use': {'text': 'Ease of Use', 'value': 7.0}, 'quality_of_support': {'text': 'Quality of Support', 'value': 7.0}, 'ease_of_setup': {'text': 'Ease of Setup', 'value': 7.0}, 'ease_of_admin': {'text': 'Ease of Admin', 'value': 7.0}, 'ease_of_doing_business_with': {'text': 'Has the product been a good partner in doing business?', 'value': 7.0}}, 'verified_current_user': False, 'is_business_partner': True, 'review_source': 'Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.', 'votes_up': 0, 'votes_down': 0, 'votes_total': 0, 'user_id': 'dd880ff8-1ef9-4458-8de2-61ebfecb5d7b', 'user_name': 'David Willis', 'user_image_url': 'https://images.g2crowd.com/uploads/avatar/image/176631/thumb_square_b36d5397c73a5e8d571df844180654c9.jpg', 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2019-09-26T05:05:35.452-05:00', 'updated_at': '2019-09-26T05:05:35.533-05:00', 'moderated_at': '2019-09-28T10:38:17.489-05:00', 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'accepted', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/3291426/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/3291426/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/3291426/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/3291426/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/3291426/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/3291426/answers'}}}",4.654761904761905
311,4143891,survey_responses,{'self': 'https://data.g2.com/api/v1/survey-responses/4143891'},"{'default_sort': 5.2827016183312, 'product_name': 'G2 Marketing Solutions', 'is_public': True, 'slug': 'g2-marketing-solutions-review-4143891', 'percent_complete': 0.975, 'star_rating': 4.5, 'title': 'Extremely helpful team and a seamless onboarding experience', 'comment_answers': {'love': {'text': 'What do you like best about the product?', 'value': 'I enjoyed having regular contact with our account manager throughout the on-boarding process. This enabled us to really understand the platform end-to-end. I also really appreciate the support the team have given us. They are always on hand to answer a question or help provide tips or insight into how to get the most out of their platformn.'}, 'hate': {'text': 'What do you dislike about the product?', 'value': 'My only gripe is that I think there could be more clarity around ranking algorithm  which determines where businesses get to on the category pages. There could be more clarity around exactly why some of the reviews have been rejected or are ineligible. Often I have to reach out to the AM to understand why this is the case.'}, 'recommendations': {'text': 'Recommendations to others considering the product:', 'value': 'Make sure you go through the full onboarding process and utilise the team for all their expertise!'}, 'benefits': {'text': 'What problems is the product solving and how is that benefiting you?', 'value': ""G2 has provided us with a platform to gather user testaments and case-studies which are invaluable to our business. I also enjoy the brand affiliation - it's like a hallmark in our industry to be associated with the G2 logo. G2 is becoming a centralised platform for us to house all our customer success stories and use the marketing collateral all over our website.""}}, 'secondary_answers': {'meets_requirements': {'text': 'Meets Requirements', 'value': 6.0}, 'ease_of_use': {'text': 'Ease of Use', 'value': 6.0}, 'quality_of_support': {'text': 'Quality of Support', 'value': 7.0}, 'ease_of_setup': {'text': 'Ease of Setup', 'value': 7.0}, 'ease_of_admin': {'text': 'Ease of Admin', 'value': 7.0}, 'ease_of_doing_business_with': {'text': 'Has the product been a good partner in doing business?', 'value': 7.0}}, 'verified_current_user': True, 'is_business_partner': True, 'review_source': 'Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.', 'votes_up': 0, 'votes_down': 0, 'votes_total': 0, 'user_id': '1ddb0b08-757d-4c20-bef8-ebfbe6bd80ee', 'user_name': 'Sam Duggan', 'user_image_url': 'https://images.g2crowd.com/uploads/avatar/image/267044/thumb_square_9db6fd15639789871ee362ef570fe7eb.jpg', 'country_name': 'United Kingdom', 'regions': ['EMEA', 'Europe'], 'submitted_at': '2020-03-10T05:24:39.257-05:00', 'updated_at': '2020-03-10T05:24:39.304-05:00', 'moderated_at': '2020-03-12T00:34:57.976-05:00', 'product_id': 'a7d324a4-06eb-4be2-ad8e-65938bce5fd5', 'reference_user_consent': 'accepted', 'status': 'approved'}","{'product': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/4143891/relationships/product', 'related': 'https://data.g2.com/api/v1/survey-responses/4143891/product'}}, 'questions': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/4143891/relationships/questions', 'related': 'https://data.g2.com/api/v1/survey-responses/4143891/questions'}}, 'answers': {'links': {'self': 'https://data.g2.com/api/v1/survey-responses/4143891/relationships/answers', 'related': 'https://data.g2.com/api/v1/survey-responses/4143891/answers'}}}",4.654761904761905
